order_item_id,order_id,product_id,quantity,unit_price,subtotal
475,151,70,0.0,452.51,1357.53
476,151,51,3.0,151.57,0.0
477,151,15,4.0,47.74,190.96
478,151,11,3.0,327.28,981.84
479,152,33,4.0,218.48,873.92
480,152,20,3.0,287.02,861.06
483,153,74,2.0,340.82,681.64
484,153,76,1.0,14.77,14.77
485,154,67,4.0,0.0,0.0
486,154,20,3.0,287.02,861.06
487,154,99,4.0,48.46,193.84
488,155,70,4.0,452.51,0.0
490,155,47,1.0,191.88,191.88
491,156,77,4.0,375.81,0.0
492,156,18,4.0,95.05,380.2
493,156,34,2.0,275.98,551.96
494,157,66,4.0,293.11,1172.44
495,157,74,4.0,340.82,1363.28
497,158,57,4.0,0.0,996.76
498,159,24,4.0,392.62,1570.48
499,159,36,3.0,370.69,1112.07
500,100158,20,5.0,287.02,1435.1
501,159,51,4.0,151.57,0.0
502,159,23,3.0,133.11,399.33
503,100159,54,3.0,386.53,1159.59
504,160,94,5.0,281.92,1409.6
505,160,25,1.0,385.98,385.98
506,160,67,4.0,22.54,90.16
508,161,10,2.0,44.37,0.0
509,161,100084,1.0,0.0,492.59
510,161,76,4.0,14.77,59.08
511,161,59,2.0,73.84,147.68
512,100161,76,2.0,14.77,29.54
513,162,70,4.0,452.51,1810.04
514,163,20,2.0,287.02,574.04
515,163,29,2.0,205.58,411.16
516,163,62,1.0,170.9,170.9
517,164,44,3.0,415.15,1245.45
518,164,20,3.0,287.02,861.06
519,164,30,0.0,476.64,953.28
520,165,77,0.0,375.81,375.81
521,166,60,2.0,158.57,317.14
523,166,61,1.0,79.84,79.84
524,166,36,4.0,256517.48,1482.76
525,167,23,4.0,133.11,532.44
526,168,59,0.0,73.84,221.52
527,168,68,2.0,98.06,196.12
528,168,92,3.0,326.9,980.7
530,169,85,3.0,492.59,1477.77
531,170,55,1.0,162.76,162.76
532,170,36,1.0,370.69,370.69
534,170,30,3.0,476.64,1429.92
535,171,7,3.0,289.43,868.29
536,171,84,5.0,362.96,0.0
537,171,62,0.0,0.0,170.9
538,171,14,2.0,0.0,147.58
539,172,95,3.0,184.49,-553.47
540,173,89,2.0,64.65,129.3
541,173,77,2.0,375.81,751.62
542,173,98,1.0,85.79,85.79
545,174,3,5.0,88.56,442.8
546,174,15,3.0,47.74,143.22
547,174,53,5.0,0.0,0.0
548,174,47,5.0,191.88,0.0
549,175,78,5.0,484.96,2424.8
550,175,34,5.0,275.98,1379.9
551,175,26,4.0,154.86,619.44
552,175,96,2.0,458.83,917.66
553,176,73,5.0,158.94,794.7
554,176,25,1.0,385.98,385.98
555,176,77,3.0,375.81,1127.43
556,176,1,1.0,484.6,484.6
557,177,84,0.0,362.96,1451.84
558,178,49,1.0,250.17,0.0
559,179,23,3.0,133.11,399.33
560,179,83,1.0,177.32,177.32
561,179,11,1.0,327.28,327.28
562,179,56,3.0,254.12,762.36
566,180,66,2.0,293.11,586.22
567,181,12,0.0,25.24,100.96
568,181,6,2.0,452.67,905.34
569,182,39,1.0,0.0,14.99
570,182,91,3.0,129.46,388.38
571,182,15,2.0,47.74,95.48
572,100182,23,1.0,133.11,133.11
573,184,97,2.0,259.99,519.98
574,184,35,3.0,460.47,1381.41
575,184,58,2.0,157.01,314.02
576,184,43,1.0,0.0,367.18
577,184,4,4.0,49.43,197.72
578,185,18,3.0,95.05,285.15
579,185,73,2.0,158.94,317.88
580,185,93,3.0,168.83,506.49
582,186,66,3.0,293.11,879.33
583,186,18,1.0,95.05,95.05
584,186,21,2.0,286.66,573.32
585,186,92,1.0,326.9,326.9
586,187,98,4.0,85.79,343.16
587,187,65,4.0,24.15,96.6
588,188,95,1.0,184.49,184.49
589,188,44,4.0,415.15,1660.6
590,100187,37,2.0,426.49,852.98
591,188,65,1.0,24.15,24.15
592,189,46,3.0,251.7,755.1
593,189,53,2.0,470.48,940.96
594,189,86,1.0,179.5,179.5
595,190,17,0.0,86779.35,1071.35
596,190,81,1.0,199.52,199.52
597,191,52,4.0,158.39,633.56
598,192,100,1.0,0.0,291.9
599,192,30,3.0,476.64,0.0
600,193,23,0.0,133.11,665.55
601,193,9,5.0,272.09,1360.45
602,193,66,0.0,293.11,586.22
604,194,70,0.0,452.51,2262.55
605,195,17,5.0,214.27,1071.35
606,196,77,5.0,375.81,0.0
607,196,46,0.0,251.7,1258.5
608,197,12,0.0,25.24,0.0
609,198,43,5.0,367.18,1835.9
611,199,52,1.0,158.39,158.39
612,199,72,0.0,0.0,2227.65
613,199,71,3.0,0.0,1365.0
614,200,89,5.0,64.65,323.25
615,201,87,4.0,311.01,1244.04
616,201,10,5.0,44.37,221.85
617,201,24,3.0,392.62,1177.86
618,201,57,5.0,0.0,1245.95
619,201,41,4.0,268.87,1075.48
620,202,54,5.0,386.53,1932.65
622,203,77,5.0,375.81,1879.05
623,203,6,2.0,286540.11,905.34
624,203,98,3.0,85.79,257.37
625,203,72,4.0,0.0,1782.12
626,204,93,2.0,168.83,337.66
627,205,25,1.0,385.98,385.98
628,205,10,3.0,44.37,133.11
629,205,81,2.0,199.52,399.04
630,205,20,5.0,287.02,1435.1
631,100204,79,3.0,0.0,1454.13
632,206,74,3.0,340.82,1022.46
633,206,47,4.0,191.88,767.52
635,207,32,3.0,218.69,656.07
638,209,57,3.0,249.19,747.57
640,210,24,2.0,392.62,785.24
641,210,39,5.0,14.99,74.95
642,210,68,1.0,98.06,-98.06
643,211,43,3.0,367.18,1101.54
644,212,16,3.0,65.16,195.48
645,212,24,4.0,392.62,1570.48
647,212,61,1.0,79.84,79.84
648,213,13,5.0,95.9,0.0
649,213,87,3.0,311.01,933.03
650,213,31,2.0,224.75,449.5
651,213,46,4.0,251.7,1006.8
652,213,96,5.0,458.83,0.0
653,214,100041,1.0,399.2,399.2
654,214,76,5.0,14.77,73.85
656,215,79,4.0,0.0,0.0
657,216,47,3.0,191.88,575.64
658,217,79,1.0,484.71,484.71
659,218,35,3.0,0.0,1381.41
660,218,41,4.0,268.87,1075.48
661,219,37,4.0,426.49,1705.96
662,219,40,2.0,161.35,322.7
663,219,75,2.0,412.81,825.62
664,219,35,3.0,0.0,1381.41
665,219,74,1.0,340.82,340.82
666,220,66,3.0,293.11,879.33
668,220,65,1.0,24.15,0.0
669,220,2,1.0,497.46,497.46
671,221,91,5.0,129.46,647.3
672,221,88,4.0,265.4,1061.6
673,222,11,1.0,327.28,327.28
676,222,85,0.0,492.59,1477.77
678,223,50,1.0,295.33,295.33
679,223,8,5.0,408.88,2044.4
680,223,38,3.0,61.02,0.0
681,223,55,3.0,-162.76,488.28
682,223,21,4.0,286.66,1146.64
683,224,51,0.0,0.0,606.28
684,224,41,4.0,268.87,1075.48
685,224,30,824.0,476.64,0.0
686,224,33,5.0,0.0,1092.4
688,100224,5,4.0,434.01,1736.04
689,225,25,5.0,385.98,1929.9
690,226,16,3.0,65.16,195.48
692,226,37,5.0,426.49,2132.45
693,226,63,2.0,422.48,844.96
694,226,16,-1.0,65.16,65.16
695,227,11,2.0,327.28,654.56
696,227,46,2421.0,251.7,755.1
697,227,78,4.0,484.96,0.0
698,227,58,0.0,157.01,0.0
699,227,52,4.0,158.39,633.56
701,228,12,5.0,25.24,126.2
702,228,51,4.0,151.57,606.28
705,230,16,3.0,65.16,195.48
706,230,29,2.0,205.58,411.16
707,230,63,3.0,422.48,1267.44
708,230,64,5.0,0.0,2497.25
710,231,20,5.0,287.02,1435.1
711,231,58,3.0,157.01,471.03
712,232,37,4.0,426.49,1705.96
713,233,72,3.0,445.53,1336.59
714,233,21,4.0,286.66,0.0
716,233,73,2.0,158.94,317.88
717,233,53,5.0,470.48,2352.4
718,234,32,4.0,218.69,874.76
719,234,99,1.0,48.46,48.46
721,234,96,4.0,458.83,1835.32
722,234,23,3.0,133.11,399.33
724,235,90,3.0,288.52,865.56
725,235,54,1.0,386.53,386.53
726,235,100008,4.0,272.09,1088.36
727,235,58,2.0,157.01,314.02
728,236,100058,3.0,73.84,221.52
729,236,72,4.0,445.53,1782.12
730,236,75,5.0,412.81,2064.05
731,236,89,2.0,0.0,129.3
732,236,84,1.0,362.96,362.96
733,237,97,3.0,259.99,779.97
734,237,9,5.0,272.09,1360.45
735,237,43,4.0,367.18,1468.72
736,238,61,1.0,79.84,79.84
737,238,2,3.0,0.0,1492.38
738,239,8,5.0,408.88,2044.4
739,240,9,4.0,272.09,1088.36
740,240,14,1.0,73.79,73.79
741,240,71,2.0,455.0,910.0
742,240,88,0.0,265.4,0.0
743,240,69,5.0,195.2,976.0
744,241,65,1.0,0.0,24.15
745,241,17,2.0,214.27,428.54
746,241,28,4.0,402.01,-1608.04
747,100240,13,1.0,0.0,95.9
748,242,23,3.0,133.11,399.33
749,242,63,2.0,422.48,844.96
750,242,98,4.0,85.79,-343.16
751,242,48,1.0,491.31,491.31
753,243,96,2.0,458.83,917.66
754,243,58,0.0,157.01,157.01
755,243,78,1.0,484.96,484.96
756,244,19,1.0,111.64,111.64
758,245,28,4.0,402.01,1608.04
759,245,14,2.0,0.0,147.58
760,245,3,2.0,88.56,177.12
762,246,21,4.0,0.0,1146.64
763,247,33,4.0,218.48,873.92
764,247,33,3.0,218.48,0.0
765,248,66,4.0,293.11,1172.44
766,248,91,0.0,129.46,517.84
767,248,11,2.0,327.28,654.56
768,249,29,1.0,205.58,205.58
769,249,46,0.0,251.7,0.0
770,249,93,4.0,168.83,675.32
771,249,23,4.0,133.11,532.44
772,249,30,4.0,476.64,1906.56
773,250,74,2.0,340.82,681.64
775,251,69,4.0,195.2,780.8
778,253,85,0.0,492.59,1477.77
779,253,77,0.0,375.81,1127.43
780,253,44,0.0,415.15,830.3
783,254,64,4.0,499.45,1997.8
784,254,35,2.0,460.47,920.94
786,255,66,5.0,293.11,0.0
788,256,68,5.0,98.06,490.3
789,256,59,3.0,73.84,0.0
790,256,41,0.0,268.87,1075.48
791,256,9,1.0,272.09,272.09
792,256,41,2.0,0.0,459767.7
793,257,90,1.0,288.52,288.52
794,257,83,1.0,177.32,177.32
796,257,84,2.0,362.96,725.92
797,258,35,2.0,0.0,0.0
798,100258,70,2.0,452.51,905.02
799,259,5,4.0,434.01,1736.04
800,259,7,0.0,289.43,578.86
801,260,90,3.0,0.0,865.56
802,260,53,1.0,470.48,470.48
803,260,80,1.0,177.68,177.68
804,261,22,3.0,221.03,663.09
805,262,58,5.0,157.01,785.05
806,263,68,4.0,98.06,0.0
807,263,70,5.0,452.51,2262.55
808,263,17,2.0,214.27,428.54
809,263,12,4.0,25.24,100.96
811,264,25,2.0,385.98,771.96
812,264,22,3.0,221.03,663.09
813,265,99,1.0,48.46,48.46
814,266,30,1.0,476.64,476.64
815,267,50,1.0,295.33,0.0
816,268,36,1.0,370.69,370.69
818,270,34,2.0,275.98,551.96
819,270,3,1.0,88.56,0.0
820,270,16,4.0,65.16,260.64
821,270,24,3.0,392.62,1177.86
822,271,87,4.0,311.01,1244.04
823,271,86,5.0,179.5,897.5
824,271,90,4.0,288.52,0.0
825,271,53,4.0,470.48,1881.92
826,271,20,4.0,287.02,1148.08
827,272,44,1.0,415.15,415.15
829,273,1,4.0,484.6,1938.4
830,273,45,2.0,291.79,583.58
831,273,94,2.0,281.92,563.84
832,273,70,1.0,452.51,452.51
833,274,5,4.0,434.01,1736.04
834,274,31,5.0,0.0,1123.75
835,274,25,1.0,385.98,385.98
836,275,69,3.0,195.2,585.6
837,275,100096,5.0,259.99,1299.95
838,275,46,2.0,251.7,503.4
840,276,15,2.0,47.74,95.48
841,276,71,3.0,455.0,1365.0
842,276,100,1.0,291.9,291.9
843,100275,64,2.0,499.45,998.9
844,277,80,4.0,177.68,710.72
846,278,95,1.0,184.49,184.49
847,279,40,0.0,161.35,645.4
848,100278,25,1.0,385.98,385.98
849,279,62,4.0,170.9,683.6
851,280,56,4.0,254.12,1016.48
852,280,40,5.0,161.35,0.0
853,281,86,2.0,179.5,359.0
854,282,81,1.0,199.52,0.0
855,282,6,4.0,452.67,1810.68
856,282,42,4.0,0.0,1596.8
857,100282,69,3.0,195.2,585.6
859,284,98,1.0,85.79,85.79
860,284,45,4.0,291.79,0.0
861,284,91,3.0,129.46,388.38
862,284,17,2.0,214.27,428.54
863,285,18,5.0,95.05,475.25
866,286,61,5.0,79.84,399.2
867,286,60,3.0,158.57,475.71
868,286,88,5.0,265.4,1327.0
869,100286,87,3.0,311.01,933.03
870,287,100031,3.0,0.0,656.07
871,287,8,3.0,408.88,1226.64
872,288,86,3.0,179.5,538.5
873,288,53,3.0,470.48,1316873.52
874,289,45,0.0,291.79,1458.95
875,289,77,5.0,0.0,0.0
877,290,95,4.0,184.49,737.96
878,290,13,0.0,95.9,287.7
879,100289,45,3.0,291.79,875.37
880,291,100002,2.0,88.56,177.12
881,291,89,3.0,64.65,193.95
882,291,96,1.0,458.83,458.83
884,292,37,1.0,426.49,426.49
885,292,36,0.0,0.0,0.0
886,292,70,0.0,452.51,452.51
887,293,100023,3.0,392.62,1177.86
888,293,3,3.0,88.56,265.68
889,293,42,4.0,0.0,1596.8
890,100292,15,4.0,47.74,190.96
891,294,1,0.0,484.6,1938.4
892,294,12,2.0,25.24,50.48
