order_item_id,order_id,product_id,quantity,unit_price,subtotal
117,40,14,0,73.79,73.79
118,100039,67,5,22.54,112.7
119,40,12,5,25.24,126.2
120,41,42,3,399.2,1197.6
121,41,38,1,,
122,41,59,,,73.84
123,41,85,4,492.59,1970.36
124,42,100014,5,47.74,238.7
125,42,61,4,79.84,319.36
126,42,46,2,251.7,503.4
127,42,,2,281.92,563.84
128,42,33,1,-218.48,218.48
129,43,53,3,470.48,1411.44
130,43,3,5,88.56,442.8
131,43,49,5,250.17,1250.85
132,43,40,3,161.35,484.05
133,,56,2,,508.24
134,44,93,5,168.83,844.15
135,44,39,1,14.99,14.99
136,45,57,5,,1245.95
137,,29,5,205.58,1027.9
138,46,91,4,129.46,517.84
139,,21,,286.66,859.98
140,,86,5,179.5,897.5
141,100046,79,4,484.71,1938.84
142,47,56,4,254.12,1016.48
143,47,73,1,158.94,158.94
144,47,86,2,179.5,359
145,48,76,4,,59.08
146,48,,3,,655.44
147,100047,13,5,95.9,479.5
148,48,,2,291.79,583.58
149,49,5,1,434.01,434.01
150,49,44,1,,415.15
151,49,87,1,311.01,
152,49,19,4,111.64,446.56
153,49,89,2,64.65,129.3
154,50,23,5,133.11,665.55
155,51,56,4,254.12,N/A
156,51,98,5,85.79,428.95
157,100050,19,5,111.64,558.2
158,51,5,3,434.01,
159,52,72,1,445.53,445.53
160,53,48,1,491.31,491.31
161,53,42,3,399.2,1197.6
162,,90,2,288.52,577.04
163,53,92,5,N/A,1634.5
164,54,39,,14.99,0
165,54,43,3,,1101.54
166,54,31,4,224.75,899
167,55,,1,218.69,218.69
168,55,96,2,458.83,917.66
169,55,36,1,370.69,370.69
170,55,100039,4,161.35,645.4
171,56,89,1,,64.65
172,56,53,2,,940.96
173,56,9,3,,816.27
174,57,4,1,49.43,49.43
175,57,65,3,24.15,72.45
176,57,91,4,129.46,517.84
177,58,20,3,114808,N/A
178,,35,1,460.47,460.47
179,,66,1,293.11,293.11
180,59,17,4,33211.85,857.08
181,59,68,1,98.06,98.06
182,59,89,2,64.65,129.3
183,59,15,3,47.74,
184,60,95,3,184.49,553.47
185,60,27,,442.48,1327.44
186,61,19,5,99247.96,558.2
187,61,27,1,442.48,442.48
188,61,27,3,442.48,1327.44
189,62,26,1,154.86,154.86
190,62,1,4,484.6,1938.4
191,62,71,2,455,910
192,62,96,1,458.83,458.83
193,62,100034,2,460.47,920.94
194,63,35,4,460.47,1841.88
195,63,76,5,14.77,73.85
196,63,42,1,399.2,399.2
197,63,87,1,311.01,311.01
198,64,3,5,88.56,442.8
199,64,15,4,47.74,190.96
200,,19,2,111.64,223.28
201,65,78,4,,1939.84
202,66,90,3,288.52,865.56
203,66,49,3,250.17,750.51
204,67,,1,452.67,452.67
205,67,1,3,484.6,1453.8
206,67,58,,157.01,628.04
207,67,30,4,476.64,1906.56
208,68,,3,88.56,265.68
209,68,21,2,286.66,573.32
210,68,,1,452.51,452.51
211,68,,3,168.83,506.49
212,69,83,,177.32,177.32
213,100068,87,3,311.01,933.03
214,69,62,1,170.9,170.9
215,69,18,4,95.05,
216,69,69,4,,780.8
217,70,52,4,158.39,633.56
218,70,13,4,95.9,383.6
219,70,98,2,85.79,171.58
220,71,38,4,61.02,244.08
221,71,81,4,199.52,798.08
222,71,98,4,85.79,343.16
223,72,88,4,265.4,N/A
224,72,36,4,370.69,
225,72,60,5,158.57,792.85
226,72,7,,289.43,289.43
227,73,45,5,291.79,1458.95
228,73,65,,24.15,66581.55
229,73,32,3,218.69,656.07
230,73,100093,2,281.92,0
231,74,44,4,,1660.6
232,74,72,2,445.53,891.06
233,74,60,4,158.57,634.28
234,74,70,1,452.51,452.51
235,75,31,1,224.75,224.75
236,,89,4,64.65,258.6
237,75,77,1,375.81,375.81
238,76,46,1,251.7,251.7
239,,45,,291.79,291.79
240,76,5,1,434.01,434.01
241,77,83,4,177.32,709.28
242,,25,4,385.98,1543.92
243,77,52,2,158.39,316.78
244,78,53,2,470.48,940.96
245,78,53,5,470.48,2352.4
246,79,11,3,327.28,981.84
247,100078,61,3,79.84,
248,80,5,3,434.01,
249,81,70,3,452.51,1357.53
250,81,61,5,79.84,399.2
251,81,22,4,221.03,884.12
252,81,28,1,,
253,82,74,3,340.82,1022.46
254,82,61,4,79.84,319.36
255,82,,5,,242.3
256,82,46,3,,755.1
257,82,73,5,N/A,794.7
258,83,58,4,157.01,628.04
259,83,62,5,170.9,854.5
260,83,10,5,44.37,221.85
261,83,,1,455,455
262,83,46,5,,1258.5
263,84,81,3,199.52,598.56
264,84,22,,,884.12
265,84,38,,61.02,305.1
266,85,48,5,491.31,2456.55
267,85,15,2,47.74,95.48
268,86,62,,170.9,683.6
269,86,100092,1,168.83,168.83
270,86,99,5,48.46,242.3
271,86,82,N/A,17.08,17.08
272,87,47,1,191.88,191.88
273,87,88,1,265.4,265.4
274,87,57,3,249.19,747.57
275,87,73,5,158.94,794.7
276,87,34,5,275.98,1379.9
277,88,9,2,272.09,
278,88,87,1,311.01,311.01
279,88,,5,,399.2
280,88,79,2,484.71,969.42
281,89,66,4,293.11,
282,89,33,1,218.48,218.48
283,89,73,2,158.94,317.88
284,89,41,,268.87,1344.35
285,,66,4,293.11,1172.44
286,,37,1,426.49,426.49
287,90,62,2,170.9,341.8
288,91,96,1,458.83,458.83
289,92,78,5,484.96,2424.8
290,93,63,2,422.48,844.96
291,93,7,1,289.43,289.43
292,94,87,1,311.01,311.01
293,94,9,2,272.09,544.18
294,100093,57,4,249.19,996.76
295,95,15,1,47.74,47.74
296,95,8,1,408.88,N/A
297,95,72,3,445.53,1336.59
298,95,,5,158.39,791.95
299,96,100049,,295.33,590.66
300,97,75,5,412.81,2064.05
301,97,83,3,177.32,531.96
302,98,85,4,492.59,1970.36
303,98,21,2,286.66,
304,98,74,5,340.82,
305,99,29,3,205.58,616.74
306,99,25,4,385.98,1543.92
307,100,15,5,-47.74,238.7
308,100,55,1,,162.76
309,100,33,2,218.48,436.96
310,,64,4,499.45,1997.8
311,101,55,4,162.76,651.04
312,101,36,1,370.69,370.69
313,,90,5,288.52,
314,102,11,4,,1309.12
315,102,98,1,85.79,85.79
316,102,62,4,170.9,
317,102,,4,250.17,
318,,81,5,199.52,997.6
319,103,95,4,184.49,737.96
320,103,13,,95.9,479.5
321,103,,2,370.69,741.38
322,103,90,,288.52,865.56
323,103,80,5,177.68,
324,104,61,3,79.84,
325,,90,5,288.52,1442.6
326,105,28,2,402.01,804.02
327,105,92,2,326.9,653.8
328,,53,4,470.48,
329,105,44,4,415.15,1660.6
330,100104,58,4,157.01,
331,106,94,2,281.92,563.84
332,106,4,1,49.43,49.43
333,107,92,5,326.9,1634.5
334,107,64,2,499.45,998.9
335,107,13,5,95.9,479.5
336,107,60,3,158.57,475.71
337,107,62,3,170.9,512.7
338,108,67,3,22.54,67.62
339,108,38,,61.02,183.06
340,109,86,2,179.5,359
341,,43,,367.18,
342,109,45,5,291.79,1458.95
343,109,21,,286.66,859.98
344,110,55,5,162.76,813.8
345,110,13,2,87173.1,191.8
346,110,15,4,47.74,190.96
347,110,31,,,224.75
348,111,64,3,499.45,1498.35
349,111,,2,287.02,574.04
350,111,80,1,177.68,177.68
351,111,37,5,426.49,2132.45
352,111,2,4,497.46,1989.84
353,112,73,,158.94,158.94
354,,,4,327.28,1309.12
355,112,28,2,402.01,804.02
356,112,,5,184.49,259208.45
357,,27,2,442.48,884.96
358,113,61,2,79.84,159.68
359,113,78,,484.96,2424.8
360,113,10,4,44.37,177.48
361,,54,2,386.53,773.06
362,115,85,2,492.59,985.18
363,,31,1,224.75,224.75
364,115,36,2,370.69,741.38
365,115,,2,311.01,622.02
366,,25,1,385.98,385.98
367,100115,31,4,224.75,899
368,,97,3,259.99,779.97
369,116,30,2,476.64,-953.28
370,117,13,3,95.9,287.7
371,117,93,4,168.83,
372,117,23,2,133.11,266.22
373,117,83,4,177.32,709.28
374,118,68,5,98.06,490.3
375,118,86,,179.5,538.5
376,118,68,1,98.06,98.06
377,119,28,1,,402.01
378,100118,47,3,191.88,575.64
379,120,60,5,158.57,792.85
380,121,100034,3,460.47,1381.41
381,121,31,5,224.75,1123.75
382,121,70,1,452.51,452.51
383,121,49,3,250.17,750.51
384,122,34,4,,1103.92
385,122,32,1,218.69,218.69
386,122,51,-5,,757.85
387,122,,4,221.03,884.12
388,123,70,4,,1810.04
389,123,47,4,191.88,767.52
390,124,9,2,272.09,544.18
391,124,46,5,,0
392,125,15,2,,
393,125,99,4,48.46,193.84
394,125,90,5,288.52,1442.6
395,125,,4,179.5,718
396,126,63,3,422.48,1267.44
397,126,97,2,,519.98
398,126,40,,161.35,806.75
399,126,12,1,25.24,25.24
400,127,57,5,249.19,1245.95
401,100126,94,3,281.92,845.76
402,127,100053,3,386.53,1159.59
403,128,75,1,412.81,412.81
404,128,88,5,265.4,1327
405,128,40,4,161.35,645.4
406,128,100029,3,476.64,1429.92
407,129,65,3,,
408,129,23,2,78801.12000000001,266.22
409,129,37,,426.49,1279.47
410,130,17,5,214.27,1071.35
411,130,63,1,422.48,422.48
412,130,20,5,287.02,1435.1
413,130,60,3,158.57,475.71
414,131,,3,291.79,875.37
415,131,,4,415.15,1660.6
416,131,30,4,476.64,1906.56
417,132,100096,5,259.99,1299.95
418,132,82,2,17.08,34.16
419,132,19,4,111.64,
420,132,7,640,289.43,1157.72
421,132,2,1,497.46,497.46
422,133,48,3,491.31,1473.93
423,133,,3,158.57,
424,133,12,3,25.24,75.72
425,133,32,1,,218.69
426,134,88,2,265.4,530.8
427,135,85,1,492.59,492.59
428,135,13,2,95.9,191.8
429,135,99,5,48.46,242.3
430,135,70,1,452.51,452.51
431,135,13,4,68664.40000000001,383.6
432,136,12,2,25.24,
433,136,20,2,-287.02,574.04
434,137,,5,95.05,475.25
435,,5,3,434.01,1302.03
436,137,11,2,327.28,654.56
437,,35,5,460.47,2302.35
438,138,49,3,250.17,750.51
439,100137,63,1,422.48,422.48
440,,54,1,386.53,386.53
441,138,45,3,291.79,875.37
442,138,24,1,392.62,392.62
443,139,50,5,295.33,1476.65
444,140,29,3,205.58,616.74
445,140,71,2,455,910
446,141,63,1,422.48,422.48
447,142,33,,218.48,
448,,,,455,1365
449,,,1,205.58,205.58
450,100141,80,5,177.68,888.4
451,143,,1,426.49,426.49
452,143,13,5,95.9,479.5
453,143,76,5,,
454,143,93,2,,337.66
455,144,90,2,288.52,577.04
456,,8,2,408.88,817.76
457,145,58,N/A,157.01,628.04
458,146,51,1,151.57,151.57
459,146,82,,17.08,85.4
460,147,71,1,455,455
461,147,,3,,533.04
462,147,66,3,293.11,879.33
463,147,82,2,,34.16
464,148,85,5,492.59,2462.95
465,148,27,3,442.48,1327.44
466,148,100,1,291.9,291.9
467,148,84,,0,1451.84
468,148,77,1,375.81,375.81
469,149,58,3,,471.03
470,149,100022,5,133.11,665.55
471,,12,3,25.24,
472,149,55,,162.76,325.52
473,100148,39,5,14.99,74.95
474,100149,69,2,195.2,390.4
475,151,70,N/A,452.51,1357.53
476,151,51,3,151.57,N/A
477,151,15,4,47.74,190.96
478,151,11,3,327.28,981.84
479,152,33,4,218.48,873.92
480,152,20,3,287.02,861.06
481,153,,4,286.66,1146.64
482,,98,,85.79,85.79
483,153,74,2,340.82,681.64
484,153,76,1,14.77,14.77
485,154,67,4,,
486,154,20,3,287.02,861.06
487,154,99,4,48.46,193.84
488,155,70,4,452.51,
489,155,,5,,126.2
490,155,47,1,191.88,191.88
491,156,77,4,375.81,
492,156,18,4,95.05,380.2
493,156,34,2,275.98,551.96
494,157,66,4,293.11,1172.44
495,157,74,4,340.82,1363.28
496,,31,4,224.75,899
497,158,57,4,N/A,996.76
498,159,24,4,392.62,1570.48
499,159,36,3,370.69,1112.07
500,100158,20,5,287.02,1435.1
501,159,51,4,151.57,
502,159,23,3,133.11,399.33
503,100159,54,3,386.53,1159.59
504,160,94,5,281.92,1409.6
505,160,25,1,385.98,385.98
506,160,67,4,22.54,90.16
507,160,,3,214.27,642.81
508,161,10,2,44.37,
509,161,100084,1,,492.59
510,161,76,4,14.77,59.08
511,161,59,2,73.84,147.68
512,100161,76,2,14.77,29.54
513,162,70,4,452.51,1810.04
514,163,20,2,287.02,574.04
515,163,29,2,205.58,411.16
516,163,62,1,170.9,170.9
517,164,44,3,415.15,1245.45
518,164,20,3,287.02,861.06
519,164,30,,476.64,953.28
520,165,77,,375.81,375.81
521,166,60,2,158.57,317.14
522,166,,1,25.24,25.24
523,166,61,1,79.84,79.84
524,166,36,4,256517.48,1482.76
525,167,23,4,133.11,532.44
526,168,59,,73.84,221.52
527,168,68,2,98.06,196.12
528,168,92,3,326.9,980.7
529,,43,5,367.18,1835.9
530,169,85,3,492.59,1477.77
531,170,55,1,162.76,162.76
532,170,36,1,370.69,370.69
533,,100082,2,177.32,354.64
534,170,30,3,476.64,1429.92
535,171,7,3,289.43,868.29
536,171,84,5,362.96,
537,171,62,0,,170.9
538,171,14,2,,147.58
539,172,95,3,184.49,-553.47
540,173,89,2,64.65,129.3
541,173,77,2,375.81,751.62
542,173,98,1,85.79,85.79
543,,78,5,484.96,2424.8
544,174,,1,268.87,
545,174,3,5,88.56,442.8
546,174,15,3,47.74,143.22
547,174,53,5,,
548,174,47,5,191.88,
549,175,78,5,484.96,2424.8
550,175,34,5,275.98,1379.9
551,175,26,4,154.86,619.44
552,175,96,2,458.83,917.66
553,176,73,5,158.94,794.7
554,176,25,1,385.98,385.98
555,176,77,3,375.81,1127.43
556,176,1,1,484.6,484.6
557,177,84,,362.96,1451.84
558,178,49,1,250.17,
559,179,23,3,133.11,399.33
560,179,83,1,177.32,177.32
561,179,11,1,327.28,327.28
562,179,56,3,254.12,762.36
563,180,,2,251.7,503.4
564,,6,5,452.67,2263.35
565,180,,3,44.37,133.11
566,180,66,2,293.11,586.22
567,181,12,,25.24,100.96
568,181,6,2,452.67,905.34
569,182,39,1,,14.99
570,182,91,3,129.46,388.38
571,182,15,2,47.74,95.48
572,100182,23,1,133.11,133.11
573,184,97,2,259.99,519.98
574,184,35,3,460.47,1381.41
575,184,58,2,157.01,314.02
576,184,43,1,,367.18
577,184,4,4,49.43,197.72
578,185,18,3,95.05,285.15
579,185,73,2,158.94,317.88
580,185,93,3,168.83,506.49
581,185,,3,311.01,933.03
582,186,66,3,293.11,879.33
583,186,18,1,95.05,95.05
584,186,21,2,286.66,573.32
585,186,92,1,326.9,326.9
586,187,98,4,85.79,343.16
587,187,65,4,24.15,96.6
588,188,95,1,184.49,184.49
589,188,44,4,415.15,1660.6
590,100187,37,2,426.49,852.98
591,188,65,1,24.15,24.15
592,189,46,3,251.7,755.1
593,189,53,2,470.48,940.96
594,189,86,1,179.5,179.5
595,190,17,,86779.35,1071.35
596,190,81,1,199.52,199.52
597,191,52,4,158.39,633.56
598,192,100,1,,291.9
599,192,30,3,476.64,
600,193,23,,133.11,665.55
601,193,9,5,272.09,1360.45
602,193,66,,293.11,586.22
603,193,,3,370.69,1112.07
604,194,70,,452.51,2262.55
605,195,17,5,214.27,1071.35
606,196,77,5,375.81,
607,196,46,,251.7,1258.5
608,197,12,0,25.24,
609,198,43,5,367.18,1835.9
610,,83,3,177.32,531.96
611,199,52,1,158.39,158.39
612,199,72,N/A,0,2227.65
613,199,71,3,,1365
614,200,89,5,64.65,323.25
615,201,87,4,311.01,1244.04
616,201,10,5,44.37,221.85
617,201,24,3,392.62,1177.86
618,201,57,5,,1245.95
619,201,41,4,268.87,1075.48
620,202,54,5,386.53,1932.65
621,202,,2,98.06,
622,203,77,5,375.81,1879.05
623,203,6,2,286540.11,905.34
624,203,98,3,85.79,257.37
625,203,72,4,,1782.12
626,204,93,2,168.83,337.66
627,205,25,1,385.98,385.98
628,205,10,3,44.37,133.11
629,205,81,2,199.52,399.04
630,205,20,5,287.02,1435.1
631,100204,79,3,,1454.13
632,206,74,3,340.82,1022.46
633,206,47,4,191.88,767.52
634,,41,1,268.87,268.87
635,207,32,3,218.69,656.07
636,,,4,158.57,634.28
637,,11,5,327.28,1636.4
638,209,57,3,249.19,747.57
639,210,,5,362.96,1814.8
640,210,24,2,392.62,785.24
641,210,39,5,14.99,74.95
642,210,68,1,98.06,-98.06
643,211,43,3,367.18,1101.54
644,212,16,3,65.16,195.48
645,212,24,4,392.62,1570.48
646,,16,4,65.16,
647,212,61,1,79.84,79.84
648,213,13,5,95.9,
649,213,87,3,311.01,933.03
650,213,31,2,224.75,449.5
651,213,46,4,251.7,1006.8
652,213,96,5,458.83,
653,214,100041,1,399.2,399.2
654,214,76,5,14.77,73.85
655,,47,2,191.88,383.76
656,215,79,4,,
657,216,47,3,191.88,575.64
658,217,79,1,484.71,484.71
659,218,35,3,,1381.41
660,218,41,4,268.87,1075.48
661,219,37,4,426.49,1705.96
662,219,40,2,161.35,322.7
663,219,75,2,412.81,825.62
664,219,35,3,,1381.41
665,219,74,1,340.82,340.82
666,220,66,3,293.11,879.33
667,220,,2,254.12,508.24
668,220,65,1,24.15,
669,220,2,1,497.46,497.46
670,221,,,402.01,1206.03
671,221,91,5,129.46,647.3
672,221,88,4,265.4,1061.6
673,222,11,1,327.28,327.28
674,222,,3,14.77,44.31
675,222,,1,499.45,499.45
676,222,85,0,492.59,1477.77
677,,100096,1,259.99,259.99
678,223,50,1,295.33,295.33
679,223,8,5,408.88,2044.4
680,223,38,3,61.02,
681,223,55,3,-162.76,488.28
682,223,21,4,286.66,1146.64
683,224,51,,,606.28
684,224,41,4,268.87,1075.48
685,224,30,824,476.64,
686,224,33,5,,1092.4
687,224,,,158.39,791.95
688,100224,5,4,434.01,1736.04
689,225,25,5,385.98,1929.9
690,226,16,3,65.16,195.48
691,226,,1,,61.02
692,226,37,5,426.49,2132.45
693,226,63,2,422.48,844.96
694,226,16,-1,65.16,65.16
695,227,11,2,327.28,654.56
696,227,46,2421,251.7,755.1
697,227,78,4,484.96,0
698,227,58,,157.01,
699,227,52,4,158.39,633.56
700,,14,5,73.79,368.95
701,228,12,5,25.24,126.2
702,228,51,4,151.57,606.28
703,229,,1,133.11,133.11
704,,49,3,250.17,750.51
705,230,16,3,65.16,195.48
706,230,29,2,205.58,411.16
707,230,63,3,422.48,1267.44
708,230,64,5,N/A,2497.25
709,,64,2,499.45,680250.9
710,231,20,5,287.02,1435.1
711,231,58,3,157.01,471.03
712,232,37,4,426.49,1705.96
713,233,72,3,445.53,1336.59
714,233,21,4,286.66,
715,,82,,17.08,68.32
716,233,73,2,158.94,317.88
717,233,53,5,470.48,2352.4
718,234,32,4,218.69,874.76
719,234,99,1,48.46,48.46
720,234,,1722,205.58,411.16
721,234,96,4,458.83,1835.32
722,234,23,3,133.11,399.33
723,,99,3,48.46,145.38
724,235,90,3,288.52,865.56
725,235,54,1,386.53,386.53
726,235,100008,4,272.09,1088.36
727,235,58,2,157.01,314.02
728,236,100058,3,73.84,221.52
729,236,72,4,445.53,1782.12
730,236,75,5,412.81,2064.05
731,236,89,2,,129.3
732,236,84,1,362.96,362.96
733,237,97,3,259.99,779.97
734,237,9,5,272.09,1360.45
735,237,43,4,367.18,1468.72
736,238,61,1,79.84,79.84
737,238,2,3,,1492.38
738,239,8,5,408.88,2044.4
739,240,9,4,272.09,1088.36
740,240,14,1,73.79,73.79
741,240,71,2,455,910
742,240,88,,265.4,
743,240,69,5,195.2,976
744,241,65,1,,24.15
745,241,17,2,214.27,428.54
746,241,28,4,402.01,-1608.04
747,100240,13,1,,95.9
748,242,23,3,133.11,399.33
749,242,63,2,422.48,844.96
750,242,98,4,85.79,-343.16
751,242,48,1,491.31,491.31
752,,83,2,177.32,354.64
753,243,96,2,458.83,917.66
754,243,58,,157.01,157.01
755,243,78,1,484.96,484.96
756,244,19,1,111.64,111.64
757,245,,4,49.43,197.72
758,245,28,4,402.01,1608.04
759,245,14,2,,147.58
760,245,3,2,88.56,177.12
761,,61,4,79.84,319.36
762,246,21,4,0,1146.64
763,247,33,4,218.48,873.92
764,247,33,3,218.48,
765,248,66,4,293.11,1172.44
766,248,91,,129.46,517.84
767,248,11,2,327.28,654.56
768,249,29,1,205.58,205.58
769,249,46,,251.7,
770,249,93,4,168.83,675.32
771,249,23,4,133.11,532.44
772,249,30,4,476.64,1906.56
773,250,74,2,340.82,681.64
774,250,,1,408.88,408.88
775,251,69,4,195.2,780.8
776,251,,,286.66,1146.64
777,252,,1,499.45,499.45
778,253,85,,492.59,1477.77
779,253,77,,375.81,1127.43
780,253,44,,415.15,830.3
781,,5,3,434.01,1302.03
782,254,,,392.62,1177.86
783,254,64,4,499.45,1997.8
784,254,35,2,460.47,920.94
785,255,,,184.49,368.98
786,255,66,5,293.11,
787,,,,,574.04
788,256,68,5,98.06,490.3
789,256,59,3,73.84,
790,256,41,0,268.87,1075.48
791,256,9,1,272.09,272.09
792,256,41,2,,459767.7
793,257,90,1,288.52,288.52
794,257,83,1,177.32,177.32
795,257,,1,98.06,98.06
796,257,84,2,362.96,725.92
797,258,35,2,,
798,100258,70,2,452.51,905.02
799,259,5,4,434.01,1736.04
800,259,7,,289.43,578.86
801,260,90,3,,865.56
802,260,53,1,470.48,470.48
803,260,80,1,177.68,177.68
804,261,22,3,221.03,663.09
805,262,58,5,157.01,785.05
806,263,68,4,98.06,
807,263,70,5,452.51,2262.55
808,263,17,2,214.27,428.54
809,263,12,4,25.24,100.96
810,264,,3,22.54,67.62
811,264,25,2,385.98,771.96
812,264,22,3,221.03,663.09
813,265,99,1,48.46,48.46
814,266,30,1,476.64,476.64
815,267,50,1,295.33,
816,268,36,1,370.69,370.69
817,269,,1,151.57,151.57
818,270,34,2,275.98,551.96
819,270,3,1,88.56,
820,270,16,4,65.16,260.64
821,270,24,3,392.62,1177.86
822,271,87,4,311.01,1244.04
823,271,86,5,179.5,897.5
824,271,90,4,288.52,
825,271,53,4,470.48,1881.92
826,271,20,4,287.02,1148.08
827,272,44,1,415.15,415.15
828,272,,5,250.17,1250.85
829,273,1,4,484.6,1938.4
830,273,45,2,291.79,583.58
831,273,94,2,281.92,563.84
832,273,70,1,452.51,452.51
833,274,5,4,434.01,1736.04
834,274,31,5,,1123.75
835,274,25,1,385.98,385.98
836,275,69,3,195.2,585.6
837,275,100096,5,259.99,1299.95
838,275,46,2,251.7,503.4
839,275,,5,265.4,1327
840,276,15,2,47.74,95.48
841,276,71,3,455,1365
842,276,100,1,291.9,291.9
843,100275,64,2,499.45,998.9
844,277,80,4,177.68,710.72
845,278,,3,259.99,779.97
846,278,95,1,184.49,184.49
847,279,40,N/A,161.35,645.4
848,100278,25,1,385.98,385.98
849,279,62,4,170.9,683.6
850,279,,2,177.32,354.64
851,280,56,4,254.12,1016.48
852,280,40,5,161.35,
853,281,86,2,179.5,359
854,282,81,1,199.52,
855,282,6,4,452.67,1810.68
856,282,42,4,,1596.8
857,100282,69,3,195.2,585.6
858,284,,1,,460.47
859,284,98,1,85.79,85.79
860,284,45,4,291.79,
861,284,91,3,129.46,388.38
862,284,17,2,214.27,428.54
863,285,18,5,95.05,475.25
864,,90,2,288.52,577.04
865,286,,,385.98,385.98
866,286,61,5,79.84,399.2
867,286,60,3,158.57,475.71
868,286,88,5,265.4,1327
869,100286,87,3,311.01,933.03
870,287,100031,3,,656.07
871,287,8,3,408.88,1226.64
872,288,86,3,179.5,538.5
873,288,53,3,470.48,1316873.52
874,289,45,,291.79,1458.95
875,289,77,5,,
876,,44,4,415.15,1660.6
877,290,95,4,184.49,737.96
878,290,13,,95.9,287.7
879,100289,45,3,291.79,875.37
880,291,100002,2,88.56,177.12
881,291,89,3,64.65,193.95
882,291,96,1,458.83,458.83
883,,64,4,,1997.8
884,292,37,1,426.49,426.49
885,292,36,,,
886,292,70,,452.51,452.51
887,293,100023,3,392.62,1177.86
888,293,3,3,88.56,265.68
889,293,42,4,N/A,1596.8
890,100292,15,4,47.74,190.96
891,294,1,,484.6,1938.4
892,294,12,2,25.24,50.48
893,294,96,5,458.83,
894,294,7,0,289.43,578.86
895,294,,,,492.59
896,,33,3,218.48,655.44
897,295,88,3,265.4,796.2
898,296,23,4,133.11,532.44
899,296,39,4,14.99,59.96
900,296,10,4,44.37,177.48
